OSHPD_ID,FAC_NAME,FAC_ADDRESS_ONE,FAC_ADDRESS_TWO,FAC_CITY,FAC_ZIPCODE,FAC_PHONE,FAC_ADMIN_NAME,FAC_OPER_CURRYR,BEG_DATE,END_DATE,PARENT_NAME,PARENT_ADDRESS_ONE,PARENT_ADDRESS_TWO,PARENT_CITY,PARENT_STATE,PARENT_ZIPCODE,REPORT_PREP_NAME,LIC_STATUS,LIC_STATUS_DATE,LIC_ORIG_DATE,REPORT_STATUS,MCAL_PROVIDER_NO,MCARE_PROVIDER_NO,ACLAIMS_NO,ASSEMBLY_DIST,SENATE_DIST,CONGRESS_DIST,CENS_TRACT,MED_SVC_STUDY_AREA,LACO_SVC_PLAN_AREA,HEALTH_SVC_AREA,COUNTY,LICENSE_NO,LONGITUDE,LATITUDE,License_Category,Clin_FQHC_or_Like,Clin_95210_Rural,ComSvc_Adult_Day_Care,ComSvc_Child_Care,ComSvc_Education,ComSvc_Nutrition,ComSvc_Disaster_Relief,ComSvc_Environ_Health,ComSvc_Homeless,ComSvc_Legal,ComSvc_Outreach,ComSvc_Social_Svcs,ComSvc_Subst_Abuse,ComSvc_Transport,ComSvc_Voc_Training,ComSvc_Othr,Arabic_Lang_Stf,Arabic_Lang_Pt,Armenian_Lang_Stf,Armenian_Lang_Pt,Cambodian_Lang_Stf,Cambodian_Lang_Pt,Chinese_Lang_Stf,Chinese_Lang_Pt,Hindustani_Lang_Stf,Hindustani_Lang_Pt,Hmong_Lang_Stf,Hmong_Lang_Pt,Japanese_Lang_Stf,Japanese_Lang_Pt,Korean_Lang_Stf,Korean_Lang_Pt,Laotian_Lang_Stf,Laotian_Lang_Pt,Portugese_Lang_Stf,Portugese_Lang_Pt,Punjabi_Lang_Stf,Punjabi_Lang_Pt,Russian_Lang_Stf,Russian_Lang_Pt,Sign_Lang_Stf,Sign_Lang_Pt,Spanish_Lang_Stf,Spanish_Lang_Pt,Tagalog_Lang_Stf,Tagalog_Lang_Pt,Vietnamese_Lang_Stf,Vietnamese_Lang_Pt,Eng_Not_Prim_Pt_Percent,Lang_If_Eng_Not_Prim,Physn_Salary_FTE,Physn_Contract_FTE,Physn_Volunteer_FTE,Physn_TOTL_FTE,Physn_Enctr_FTE,Physn_Asst_Salary_FTE,Physn_Asst_Contract_FTE,Physn_Asst_Volunteer_FTE,Physn_Asst_TOTL_FTE,Physn_Asst_Enctr_FTE,Nur_Fam_Pract_Salary_FTE,Nur_Fam_Pract_Contract_FTE,Nur_Fam_Pract_Volunteer_FTE,Nur_Fam_Pract_TOTL_FTE,Nur_Fam_Pract_Enctr_FTE,Midwiv_Salary_FTE,Midwiv_Contract_FTE,Midwiv_Volunteer_FTE,Midwiv_TOTL_FTE,Midwiv_Enctr_FTE,Nur_Visit_Salary_FTE,Nur_Visit_Contract_FTE,Nur_Visit_Volunteer_FTE,Nur_Visit_TOTL_FTE,Nur_Visit_Enctr_FTE,Dentist_Salary_FTE,Dentist_Contract_FTE,Dentist_Volunteer_FTE,Dentist_TOTL_FTE,Dentist_Enctr_FTE,Dent_Hyg_Salary_FTE,Dent_Hyg_Contract_FTE,Dent_Hyg_Volunteer_FTE,Dent_Hyg_TOTL_FTE,Dent_Hyg_Enctr_FTE,PsyD_Salary_FTE,PsyD_Contract_FTE,PsyD_Volunteer_FTE,PsyD_TOTL_FTE,PsyD_Enctr_FTE,Psych_Clin_Salary_FTE,Psych_Clin_Contract_FTE,Psych_Clin_Volunteer_FTE,Psych_Clin_TOTL_FTE,Psych_Clin_Enctr_FTE,LCSW_Salary_FTE,LCSW_Contract_FTE,LCSW_Volunteer_FTE,LCSW_TOTL_FTE,LCSW_Enctr_FTE,Othr_MediCal_Provdr_Salary_FTE,Othr_MediCal_Provdr_Contract_FTE,Othr_MediCal_Provdr_Volunteer_FTE,Othr_MediCal_Provdr_TOTL_FTE,Othr_MediCal_Provdr_Enctr_FTE,Othr_CPSP_Providr_Salary_FTE,Othr_CPSP_Provdr_Contract_FTE,Othr_CPSP_Provdr_Volunteer_FTE,Othr_CPSP_Provdr_TOTL_FTE,Othr_CPSP_Provdr_Enctr_FTE,FTE_Salary_TOTL,FTE_Contract_TOTL,FTE_Volunteer_TOTL,FTE_GRAND_TOTL,Enctr_GRAND_TOTL,RDH_Salary_FTE,RDH_Contract_FTE,RDH_Volunteer_FTE,RDH_TOTL_FTE,RDH_Contact_FTE,Dent_Asst_Salary_FTE,Dent_Asst_Contract_FTE,Dent_Asst_Volunteer_FTE,Dent_Asst_TOTL_FTE,Dent_Asst_Contact_FTE,Dent_Asst_No_Lic_Salary_FTE,Dent_Asst_No_Lic_Contract_FTE,Dent_Asst_No_Lic_Volunteer_FTE,Dent_Asst_No_Lic_TOTL_FTE,Dent_Asst_No_Lic_Contact_FTE,Therapist_Marr_Fam(MFT)_Salary_FTE,Therapist_Marr_Fam(MFT)_Contract_FTE,Therapist_Marr_Fam(MFT)_Volunteer_FTE,Therapist_Marr_Fam(MFT)_TOTL_FTE,Therapist_Marr_Fam(MFT)_Contact_FTE,Nur_Regist_Salary_FTE,Nur_Regist_Contract_FTE,Nur_Regist_Volunteer_FTE,Nur_Regist_TOTL_FTE,Nur_Regist_Contact_FTE,LVN_Salary_FTE,LVN_Contract_FTE,LVN_Volunteer_FTE,LVN_TOTL_FTE,LVN_Contact_FTE,Med_Asst_No_Lic_Salary_FTE,Med_Asst_No_Lic_Contract_FTE,Med_Asst_No_Lic_Volunteer_FTE,Med_Asst_No_Lic_TOTL_FTE,Med_Asst_No_Lic_Contact_FTE,Pt_Educ_NonLic_Salary_FTE,Pt_Educ_NonLic_Contract_FTE,Pt_Educ_NonLic_Volunteer_FTE,Pt_Educ_NonLic_TOTL_FTE,Pt_Educ_NonLic_Contact_FTE,Subs_Abuse_Salary_FTE,Subs_Abuse_Contract_FTE,Subs_Abuse_Volunteer_FTE,Subs_Abuse_TOTL_FTE,Subs_Abuse_Contact_FTE,Billing_staff_Salary_FTE,Billing_staff_Contract_FTE,Billing_staff_Volunteer_FTE,Billing_staff_TOTL_FTE,Billing_staff_Contact_FTE,Other_Admin_Staff_Salary_FTE,Other_Admin_Staff_Contract_FTE,Other_Admin_Staff_Volunteer_FTE,Other_Admin_Staff_TOTL_FTE,Other_Admin_Staff_Contact_FTE,Othr_Provdr_Not_Enctr_Salary_FTE,Othr_Provdr_Not_Enctr_Contract_FTE,Othr_Provdr_Not_Enctr_Volunteer_FTE,Othr_Provdr_Not_Enctr_TOTL_FTE,Othr_Provdr_Not_Enctr_Contact_FTE,FTE__Salary_TOTL,FTE__Contract_TOTL,FTE__Volunteer_TOTL,FTE_Contacts_TOTL,FTE_Contacts_GRAND_TOTL,PCC_HEALTH_SERV_MEDICAL,PCC_HEALTH_SERV_DENTAL,PCC_HEALTH_SERV_VISION,PCC_HEALTH_SERV_MENTAL_HEALTH,PCC_HEALTH_SERV_SUBSTANCE_ABUSE,PCC_HEALTH_SERV_DOMESTIC_VIOLENCE,PCC_HEALTH_SERV_BASIC_LAB,PCC_HEALTH_SERV_RADIOLOGICAL_SERVICES,PCC_HEALTH_SERV_URGENT_CARE,PCC_HEALTH_SERV_PHARMACY,PCC_HEALTH_SERV_WOMENS_HEALTH
306424115,COMMUNITY HEALTH CENTERS GUADALUPE,4723 W MAIN ST,STE H,GUADALUPE,93434,805-346-3900,RONALD E. CASTLE,Yes,1/1/17,12/31/17,COMMUNITY HEALTH CENTERS OF THE CENTRAL COAST INC,2050 S. BLOSSER RD,,SANTA MARIA,CA,93458,William Ivers,Open,2/6/17,,,,,,35,19,24,6083002502,180.2,,10 - Santa Barbara/Ventura,Santa Barbara,50000575,-120.57764,34.95761,Community Clinic,FQHC,No,,,YES,YES,,,YES,,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,YES,,,,,60,Spanish,2.02,0.13,,2.15,8219,,0.12,,0.12,496,,0.03,,0.03,187,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,0.1,,0.1,157,,,,0,0,0.42,,,0.42,55,,0.12,,0.12,576,,0.4,,0.4,744,2.44,0.9,0,3.34,10434,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,7.32,,,7.32,,,,,0,,,,,0,,1.49,,,1.49,,12,,,12,,,,,0,,20.81,0,0,20.81,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
306424098,PLAZA HEALTH CENTER,525 E PLAZA DR,STE 204A,SANTA MARIA,93454,805-614-2095,Michelle Franco,Yes,1/1/17,12/31/17,Pacific Central Coast Health Centers,117 W Bunny Ave,,Santa Maria,CA,93458-2805,Debby Goodman,Open,5/20/14,,,,,,35,19,24,6083002103,180.1,,10 - Santa Barbara/Ventura,Santa Barbara,550002677,-120.42982,34.93736,Community Clinic,Neither,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,4,Spanish,0.8,,,0.8,1532,0.2,,,0.2,463,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,1,0,0,1,1995,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,1.27,,,1.27,,,,,0,,,,,0,,,,,0,,1,,,1,,,,,0,,2.27,0,0,2.27,0,Yes,,,,,,,,,,
306424089,"PERINATAL, OBSTETRICS AND GYNECOLOGY HEALTH CENTER",116 S PALISADE DR,STE 104,SANTA MARIA,93454,805-739-3957,Christina Rodriguez,Yes,1/1/17,12/31/17,Pacific Central Coast Health Centers,117 W Bunny Ave,,Santa Maria,CA,93458-2805,Debby Goodman,Open,5/20/14,,,,,,35,19,24,6083002211,180.1,,10 - Santa Barbara/Ventura,Santa Barbara,550002685,-120.41206,34.95273,Community Clinic,Neither,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,YES,,,,,35,Spanish,5.8,,,5.8,12291,,,,0,,0.75,,,0.75,3249,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,6.55,0,0,6.55,15540,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,3.3,,,3.3,,,,,0,,,,,0,,1,,,1,,2.7,,,2.7,,,,,0,,7,0,0,7,0,Yes,,,,,,,,,,Yes
306404078,COMMUNITY HEALTH CENTERS CASA,77 CASA ST,"STE 201, 202, 203, AND 204",SAN LUIS OBISPO,93405,805-346-3900,RONALD E. CASTLE,Yes,1/1/17,12/31/17,COMMUNITY HEALTH CENTERS OF THE CENTRAL COAST INC,2050 S. BLOSSER RD.,,SANTA MARIA,CA,93458,William Ivers,Open,5/20/11,,,,,,35,17,24,6079010902,172,,08 - Mid-Coast,San Luis Obispo,550001593,-120.665,35.29293,Community Clinic,FQHC,No,,,YES,YES,,,YES,,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,YES,,,,,12,Spanish,3.62,7.78,,11.4,19228,1.83,,,1.83,8160,2.56,0.17,,2.73,10749,,,,0,0,,,,0,0,,,,0,0,,,,0,0,0.2,,,0.2,899,,,,0,0,0.77,,,0.77,1831,3.13,1.29,,4.42,7347,,,,0,0,12.11,9.24,0,21.35,48214,,,,0,,,,,0,,,,,0,,,,,0,,1.6,,,1.6,,,,,0,,18.5,,,18.5,,,,,0,,,,,0,,0.99,,,0.99,,27.22,,,27.22,,1.16,,,1.16,,49.47,0,0,49.47,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
306394014,COMMUNITY MEDICAL CENTERS - LODI,2401 W TURNER RD,STE 450,LODI,95242,209-370-1700,Christine Noguera,Yes,1/1/17,12/31/17,"Community Medical Centers, Inc.",7210 Murray Drive,,Stockton,CA,95210-3339,Jaime Allen,Open,5/20/91,5/20/91,,,,30001037,9,5,9,6077004105,168,,06 - North San Joaquin,San Joaquin,30000424,-121.30554,38.14566,Community Clinic,FQHC,No,,,YES,YES,,,,,YES,,,,,,,YES,,,,YES,,,YES,YES,,YES,,,,YES,,,,YES,,YES,,,,YES,YES,YES,YES,YES,YES,YES,44,Spanish,2.63,0.64,,3.27,14606,1.03,,,1.03,3666,1.76,,,1.76,7772,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,0.83,,,0.83,999,,,,0,,0.85,,,0.85,1342,7.1,0.64,0,7.74,28385,,,,0,,,,,0,,,,,0,,,,,0,,1.04,,,1.04,463,,,,0,,14.9,,,14.9,,1.03,,,1.03,,,,,0,,1.32,,,1.32,,16.13,,,16.13,,1.33,,,1.33,,35.75,0,0,35.75,463,Yes,,,Yes,,,Yes,,,,Yes
306384166,BAART MARKET CLINIC,1111 MARKET ST,STE 1,SAN FRANCISCO,94103,415-863-3883,Charles Newcomb,Yes,1/1/17,12/31/17,BAART Community Healthcare,"1145 Market Street, 10th Floor",,San Francisco,CA,94103-1566,Helen Cabiles,Open,5/29/02,5/29/02,,,,220001145,17,11,12,6075017601,162a,,04 - West Bay,San Francisco,220000474,-122.41278,37.78023,Community Clinic,Neither,No,,,,,,,YES,,YES,YES,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,,,7,Spanish,0.04,,,0.04,75,0.1,,,0.1,176,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,0.14,0,0,0.14,251,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,0.1,,,0.1,251,,,,0,,,,,0,,,,,0,,0.02,,,0.02,,,,,0,,0.12,0,0,0.12,251,Yes,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes
306380896,NATIVE AMERICAN HEALTH CENTER,160 CAPP ST,,SAN FRANCISCO,94110,415-621-8051,Ana Noriega,Yes,1/1/17,12/31/17,Native American Health Center,"1151 Harbor Bay Parkway, Suite 201",,Alameda,CA,94502,Jerusha Norman,Open,6/30/72,6/30/72,,,,220000167,17,11,12,6075020100,162c,,04 - West Bay,San Francisco,220000207,-122.4189029,37.7640552,Community Clinic,FQHC,No,,,YES,YES,,,YES,,YES,YES,YES,,,,,YES,,,,,,YES,,,,,,,,,,,,,,,,,,,YES,YES,,,,,54,Spanish,0.7,,,0.7,1321,0.3,,,0.3,312,0.6,,,0.6,933,,,,0,,,,,0,,4.9,,,4.9,8989,,,,0,,,,,0,,,,,0,50,0.9,,,0.9,491,,,,0,,,,,0,,7.4,0,0,7.4,12096,0.4,,,0.4,,5.1,,,5.1,,1.7,,,1.7,,0.8,,,0.8,406,0.7,,,0.7,474,,,,0,,1.9,,,1.9,,,,,0,,,,,0,,,,,0,,16.9,,,16.9,,,,,0,,27.5,0,0,27.5,880,Yes,Yes,,Yes,,Yes,,,,,Yes
306434179,MAYVIEW COMMUNITY HEALTH CENTER-CNC,785 MORSE AVE,,SUNNYVALE,94085,650-475-1508,Ashley Peil,Yes,1/1/17,12/5/17,MayView Community Health,270 Grant Ave,,Palo Alto,CA,94301,Jessica Viteri-Kirton,Open,5/3/06,,,,,,24,13,17,6085509000,183l,,07 - Santa Clara,Santa Clara,550000159,-122.0188144,37.3948973,Community Clinic,FQHC Look-Alike,No,,,YES,YES,,,,,,,,,,,YES,YES,,,,,YES,YES,YES,YES,,,,,,YES,,,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,YES,YES,YES,51,Spanish,0.76,0,0,0.76,2579,0,0,0,0,0,0.85,0,0,0.85,1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61,0,0,1.61,4532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.2,1012,0,0,0,0,0,2,0,0,2,4532,0.5,0,0,0.5,468,0,0,0,0,0,0.33,0,0,0.33,,2,0,0,2,,0,0,0,0,,5.03,0,0,5.03,6012,Yes,,,Yes,,,,,,,Yes
306380891,MISSION NEIGHBORHOOD HEALTH CENTER,240 SHOTWELL ST,,SAN FRANCISCO,94110,415-552-3870,Brenda Storey,Yes,1/1/17,12/31/17,Mission Area Health Associates,240 Shotwell Street,,San Francisco,CA,94110,Brenda Storey,Open,9/26/68,9/26/68,,,,220000166,17,11,12,6075017700,162a,,04 - West Bay,San Francisco,220000488,-122.41635,37.76475,Community Clinic,FQHC,No,,,YES,YES,,,YES,,YES,YES,YES,YES,,,,,,,,,,,,,,,,,YES,,,,YES,,,,,,,,YES,YES,,,,,79,Spanish,4.43,0.04,,4.47,12103,,,,0,,4.86,,,4.86,12458,,0.79,,0.79,1791,,,,0,,,,,0,841,,,,0,,,,,0,,,,,0,,0.95,,,0.95,337,0.16,,,0.16,527,1.93,,,1.93,1133,12.33,0.83,0,13.16,29190,,,,0,,,,,0,,,,,0,,0.76,,,0.76,1469,2.97,,,2.97,1182,2,,,2,1457,16.37,,,16.37,0,5.5,,,5.5,4858,0.05,,,0.05,1221,5.79,,,5.79,,30.33,,,30.33,,29.16,,,29.16,,92.93,0,0,92.93,10187,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes
306434294,GHS WOMENS CENTER,100 OCONNOR DR,STE 1,SAN JOSE,95128,408-447-5433,Oscar Martinez,Yes,1/1/17,12/31/17,"Guadalupe Hope Society, Incorporated",100 OConnor Drive,Suite 1,San Jose,CA,95128,Oscar Martinez,Open,6/2/16,,,,,,28,15,18,6085502001,183j,,07 - Santa Clara,Santa Clara,550003519,-121.93716,37.32376,Community Clinic,Neither,No,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Spanish,,,0.05,0.05,8,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,0,0,0.05,0.05,8,,,,0,,,,,0,,,,,0,,,,,0,,0.3,,0.1,0.4,8,,,,0,,,,,0,,,,0.3,0.3,,,,,0,,,,,0,,,,1,1,,,,0.05,0.05,,0.3,0,1.45,1.75,8,,,,,,,,,,,Yes
306430707,ALVISO HEALTH CENTER,1621 GOLD ST,,ALVISO,95002,408-935-3906,Gardner Family Health Network,Yes,1/1/17,12/31/17,"Gardner Family Health Network, Inc.",160 E. Virginia St. Suite 100,,San Jose,CA,95112,Efrain Coria,Open,7/1/68,7/1/68,,,,70000164,25,10,17,6085504602,183l,,07 - Santa Clara,Santa Clara,70000007,-121.97605,37.42459,Community Clinic,FQHC,No,,,,,,,YES,,YES,,YES,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,YES,,,,,36,Spanish,0.45,,,0.45,474,,,,0,,2.52,,,2.52,2943,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,2.97,0,0,2.97,3417,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,1,,,1,52,2,,,2,0,,,,0,0,1,,,1,0,,,,0,,,,,0,,,,,0,,4,0,0,4,52,Yes,,,,Yes,,Yes,,,,Yes
306374567,COMMUNITY HEIGHTS FAMILY MEDICINE,4690 EL CAJON BLVD,,SAN DIEGO,92115,619-445-6200,Judith A. Shaplin,Yes,6/23/17,12/31/17,"Mountain Health Community Services, INC.",31115 Highway 94,,Campo,CA,91906,Donald Findahl,Open,5/31/17,,,,,,78,39,53,6073002301,161e,,14 - San Diego/Imperial,San Diego,550003882,-117.09323,32.75594,Community Clinic,FQHC,No,,,YES,,,,,,YES,,,,,,,,,,,,YES,,,,,,,,YES,,,,,,,,,,,,YES,YES,,,,YES,7,Spanish,0.46,,,0.46,28,0.01,,,0.01,1,0.32,,,0.32,81,,,,0,,,,,0,,0.57,,,0.57,368,,,,0,,,,,0,,0.06,,,0.06,139,,,,0,,0.55,,,0.55,167,,,,0,,1.97,0,0,1.97,784,0.16,,,0.16,3,0.71,,,0.71,,,,,0,,,,,0,,,,,0,,,,,0,,1.21,,,1.21,,,,,0,,,,,0,,,,,0,,12.73,,,12.73,,,,,0,,14.81,0,0,14.81,3,Yes,Yes,,Yes,,,Yes,,,,Yes
306130675,"CLINICAS DE SALUD DEL PUEBLO, INC",900 MAIN ST,,BRAWLEY,92227,760-344-6471,Carol Flores,Yes,1/1/17,12/31/17,"Clinicas de Salud del Pueblo, Inc.",1166 K Street,PO Box 1279,Brawley,CA,92227,MARLENE ROMERO,Open,4/22/71,4/22/71,,,,90000180,56,40,51,6025010700,50,,14 - San Diego/Imperial,Imperial,90000030,-115.52854,32.97861,Community Clinic,FQHC,No,,,YES,,,,,,YES,YES,YES,YES,,,,YES,,,,,YES,YES,,,,,,,,,,,,YES,,,,,,YES,YES,YES,,,,,28,Spanish,2.88,0.88,,3.76,15969,1.03,,,1.03,5751,2.83,1.5,,4.33,17931,,,,0,,,,,0,,,,,0,,,,,0,,0.18,0.05,,0.23,1597,,,,0,,0.65,,,0.65,694,,,,0,,,,,0,,7.57,2.43,0,10,41942,,,,0,,,,,0,,,,,0,,,,,0,,1.99,,,1.99,,1.06,,,1.06,,26.15,,,26.15,,5.93,,,5.93,,,,,0,,1.78,,,1.78,,4.6,,,4.6,,,,,0,,41.51,0,0,41.51,0,Yes,,,Yes,Yes,,Yes,Yes,,Yes,Yes
306134033,PLANNED PARENTHOOD - EL CENTRO,1463 S 4TH ST,,EL CENTRO,92243,760-594-9105,Laura Lopez King,Yes,1/1/17,12/31/17,Planned Parenthood of the Pacific Southwest,1075 Camino del Rio South,,San Diego,CA,92108,Laura Lopez,Open,5/27/15,,,,,,56,40,51,6025011700,48,,14 - San Diego/Imperial,Imperial,550003076,-115.55235,32.78039,Community Clinic,Neither,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,YES,,,,,18,Spanish,0.1,,,0.1,240,0.56,,,0.56,2063,1.31,,,1.31,4096,,,,0,1,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,1.97,0,0,1.97,6400,,,,0,,,,,0,,,,,0,,,,,0,,0.42,,,0.42,11,,,,0,,3.62,,,3.62,873,,,,0,,,,,0,,,,,0,,4.75,,,4.75,,,,,0,,8.79,0,0,8.79,884,Yes,,,,,,Yes,Yes,,Yes,Yes
306374569,"GARY AND MARY WEST SENIOR DENTAL CENTER, INC.",1525 4TH AVE,,SAN DIEGO,92101,619-795-1301,Karen Becerra,Yes,1/1/17,12/31/17,,,,,,,Ayrielle Franco,Open,5/27/17,,,,,,78,39,52,6073005600,161c,,14 - San Diego/Imperial,San Diego,550003514,-117.16113,32.72122,Community Clinic,Neither,No,,,,,,,,,,,,,,YES,,,,,,,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,,,,,11,Spanish,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,1.8,,0.14,1.94,3666,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,1.8,0,0.14,1.94,3666,0.74,,,0.74,0,2,,,2,0,1,,,1,0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,3.3,,,3.3,,,,,0,,7.04,0,0,7.04,0,,Yes,,,,,,,,,
306374374,LA MAESTRA COMMUNITY HEALTH CENTERS - EL CAJON DENTAL,183 S 1ST ST,,EL CAJON,92019,619-328-1335,Marty Stroud,Yes,1/1/17,12/31/17,"La Maestra Family Clinic, Inc.",4060 Fairmount Avenue,,San Diego,CA,92105,Michael Pendarvis,Open,5/29/06,,,,,,71,38,50,6073015704,161h,,14 - San Diego/Imperial,San Diego,550000161,-116.94456,32.79379,Community Clinic,FQHC,No,,,YES,YES,,,YES,YES,YES,,YES,YES,,,YES,YES,,,,,,,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,,,70,Arabic,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,3.09,,,3.09,6388,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,3.09,0,0,3.09,6388,,,,0,,1.86,,,1.86,,2.55,,,2.55,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,1.2,,,1.2,,,,,0,,5.61,0,0,5.61,0,,Yes,,,,,,,,,
306374301,PLANNED PARENTHOOD - MISSION BAY CLINIC,4501 MISSION BAY DR,STE 1C,SAN DIEGO,92109,619-881-4567,Laura Lopez King,Yes,1/1/17,12/31/17,Planned Parenthood of the Pacific Southwest,1075 Camino del Rio South,,San Diego,CA,92108,Laura Lopez,Open,5/31/02,5/31/02,,,,80001701,78,39,52,6073007800,161a,,14 - San Diego/Imperial,San Diego,80000752,-117.2166,32.80305,Community Clinic,Neither,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,YES,,,,,1,Spanish,,,,0,2,1.66,,,1.66,8040,1.66,,,1.66,6183,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,3.32,0,0,3.32,14225,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,10,,,,0,,6.17,,,6.17,1628,,,,0,,,,,0,,,,,0,,4.9,,,4.9,,,,,0,,11.07,0,0,11.07,1638,Yes,,,,,,Yes,Yes,,Yes,Yes
306197838,"ST. JOHNS WELL CHILD AND FAMILY CENTER, INC.",3628 E IMPERIAL HWY,STE 301,LYNWOOD,90262,323-541-1411,Jim Mangia,Yes,1/1/17,12/31/17,"St. Johns Well Child and Family Center, Inc",808 W 58th St,,Los Angeles,CA,90037,Kameka Mc calebb,Open,6/3/14,,,,,,63,33,44,6037540203,78.2sss,South,11 - Los Angeles,Los Angeles,550002689,-118.20445,33.93072,Community Clinic,FQHC,No,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,YES,,,,,0,,0,0.83,,0.83,2835,0.17,0.67,,0.84,2802,0.22,1.09,,1.31,4544,0.04,,,0.04,152,,,,0,,,,,0,,,,,0,,0.03,,,0.03,77,0.02,,,0.02,89,0.22,0.16,,0.38,734,0.01,,,0.01,76,,,,0,,0.71,2.75,0,3.46,11309,,,,0,,,,,0,,,,,0,,,,,0,44,0.08,0.04,,0.12,,,,,0,,3.93,,,3.93,,6.62,,,6.62,603,0.07,,,0.07,62,0.54,,,0.54,,2.24,,,2.24,,0.05,,,0.05,,13.53,0.04,0,13.57,709,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
306197940,HILL STREET MEDICAL AND MENTAL HEALTH SERVICES,3130 S HILL ST,,LOS ANGELES,90007,213-747-7267,SEANJAY SHARMA,Yes,1/1/17,12/31/17,EL DORADO COMMUNITY SERVICE CENTERS,26460 SUMMIT CIRCLE,,SANTA CLARITA,CA,91350,EVANGELINE DOMINGO,Open,6/4/14,,,,,,59,30,37,6037224600,78.2l,South,11 - Los Angeles,Los Angeles,550002700,-118.27358,34.02163,Community Clinic,Neither,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,1,3274,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,1,,,1,536,2,0,0,2,3810,,,,0,,,,,0,,,,,0,,1,,,1,536,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,1,0,0,1,536,Yes,,,Yes,,,,,,,
