"FAC_NAME","FAC_ADDRESS_ONE","LATITUDE","LONGITUDE","COUNTY","CENS_TRACT","FAC_CITY","OSHPD_ID"
"RICHMOND MAXI-CENTER","3626 BALBOA ST","37.77573","-122.49765","San Francisco","6075047802","SAN FRANCISCO","306381330"
"EAST NILES COMMUNITY HEALTH CENTER","7800 NILES ST","35.3763","-118.91749","Kern","6029000907","BAKERSFIELD","306154188"
"NORTH OF THE RIVER COMMUNITY HEALTH CENTER","2525 N CHESTER AVE","35.42974","-119.02138","Kern","6029000101","BAKERSFIELD","306154128"
"OLD TOWN KERN COMMUNITY HEALTH CENTER","234 BAKER ST","35.3703626","-118.9955467","Kern","6029001500","BAKERSFIELD","306154172"
"34TH STREET COMMUNITY HEALTH CENTER","2000 PHYSICIANS BLVD","35.3970568","-119.0086935","Kern","6029000600","BAKERSFIELD","306154167"
"SOUTH BAKERSFIELD COMMUNITY HEALTH CENTER","2400 WIBLE RD","35.33307","-119.03895","Kern","6029002900","BAKERSFIELD","306154113"
"MC FARLAND COMMUNITY HEALTH CENTER","217 W KERN AVE","35.67801","-119.22975","Kern","6029004701","MC FARLAND","306154020"
"BAKERSFIELD HEALTH SERVICES","609 E 18TH ST","35.3739965","-118.9951408","Kern","6029001500","BAKERSFIELD","306154164"
"PLANNED PARENTHOOD SAN RAMON CENTER","200 PORTER DR","37.77418","-121.99132","Contra Costa","6013345202","SAN RAMON","306074171"
"LIFELONG MEDICAL CARE - DOWNTOWN OAKLAND CLINIC AND SUPPORTIVE HOUSING P","616 16TH ST","37.807256","-122.274352","Alameda","6001402800","OAKLAND","306014229"
"PLANNED PARENTHOOD EL CERRITO CENTER","320 EL CERRITO PLAZA","37.8996631","-122.299043","Contra Costa","6013389100","EL CERRITO","306074144"
"PLANNED PARENTHOOD OF CONTRA COSTA-RICHMOND CENTER","2970 HILLTOP MALL RD.","37.97815","-122.32965","Contra Costa","6013365003","SAN PABLO","306071248"
"PLANNED PARENTHOOD OF CONTRA COSTA-CONCORD CENTER","2185 PACHECO ST","37.97866","-122.0348","Contra Costa","6013328000","CONCORD","306073663"
"LIFELONG MEDICAL CARE - EAST OAKLAND","10700 MACARTHUR BLVD","37.74211","-122.15121","Alameda","6001410100","OAKLAND","306014131"
"OPTIONS FOR WOMEN OF CALIFORNIA","5167 CLAYTON RD","37.9556","-121.9668","Contra Costa","6013333102","CONCORD","306074184"
"SOS CHILDREN AND FAMILY HEALTH CENTER","307 PLACENTIA AVE","33.62627","-117.93104","Orange","6059063603","NEWPORT BEACH","306304561"
"CENTRAL CITY COMMUNITY HEALTH CENTER, INC.","12511 BROOKHURST ST","33.78107","-117.95868","Orange","6059088701","GARDEN GROVE","306304489"
"FOOTHILLS PREGNANCY RESOURCE CENTER","924 BUENA VISTA ST","34.14164","-117.97752","Los Angeles","6037430101","DUARTE","306196575"
"CLINICA MONSENOR OSCAR A. ROMERO","2032 MARENGO ST","34.05669","-118.20764","Los Angeles","6037203300","LOS ANGELES","306196513"
"ALTAMED GENERAL PEDIATRICS @ CHILDRENS HOSPITAL","4650 W SUNSET BLVD","34.09812","-118.29063","Los Angeles","6037191302","LOS ANGELES","306196681"
"ST JOHNS WELL CHILD CENTER/COMPTON","2115 N WILMINGTON AVE","33.91156","-118.23919","Los Angeles","6037541300","COMPTON","306196147"
"AHF DOWNTOWN DENTAL OFFICE","1414 S GRAND AVE","34.03691","-118.26552","Los Angeles","6037224010","LOS ANGELES","306197949"
"CLINICA MSR. OSCAR A ROMERO","123 S ALVARADO ST","34.06598","-118.27081","Los Angeles","6037208502","LOS ANGELES","306194031"
"ALTAMED MOBIL MEDICAL CLINIC","5427 WHITTIER BLVD","34.0198609","-118.1531488","Los Angeles","6037531701","LOS ANGELES","306196034"
"QUEENSCARE FAMILY CLINICS-MOBILE DENTAL VAN 3","4618 FOUNTAIN AVE","34.09559","-118.29013","Los Angeles","6037191302","LOS ANGELES","306197565"
"ELIZABETH HEALTH CENTER - NECC","2822 E FLORENCE AVE","33.97355","-118.21915","Los Angeles","6037534802","HUNTINGTON PARK","306198343"
"UNITED AMERICAN INDIAN INVOLVEMENT INC.","1125 W 6TH ST","34.0544","-118.26284","Los Angeles","6037209200","LOS ANGELES","306196846"
"EISNER PEDIATRIC AND FAMILY MEDICAL CENTER","1500 S OLIVE ST","34.03567","-118.26498","Los Angeles","6037224010","LOS ANGELES","306190127"
"PLANNED PARENTHOOD ALHAMBRA HEALTH CENTER","330 S GARFIELD AVE","34.09141","-118.1242","Los Angeles","6037481002","ALHAMBRA","306197328"
"ALTAMED PACE - HUNTINGTON PARK","1900 E SLAUSON AVE","33.98917","-118.23892","Los Angeles","6037532700","HUNTINGTON PARK","306198383"
"ALTAMED MEDICAL GROUP","9436  SLAUSON AVE","33.96805","-118.09567","Los Angeles","6037502601","PICO RIVERA","306194050"
"BAART LYNWOOD CLINIC","11315  ATLANTIC AVE","33.92274","-118.18692","Los Angeles","6037540102","LYNWOOD","306196828"
"ORTHOPAEDIC INSTITUTE FOR CHILDREN","403 W ADAMS BLVD","34.02713","-118.27371","Los Angeles","6037224020","LOS ANGELES","306196744"
"ARROYO VISTA FAMILY HEALTH CENTER - LOMA DRIVE","303  LOMA DR","34.05975","-118.26575","Los Angeles","6037209104","LOS ANGELES","306197052"
"BAART BEVERLY CLINIC","1926 BEVERLY BLVD","34.06586","-118.26859","Los Angeles","6037208401","LOS ANGELES","306196244"
"ORDER OF MALTA  LOS ANGELES CLINIC","2222 OCEAN VIEW AVE","34.06285","-118.27447","Los Angeles","6037208801","LOS ANGELES","306191140"
"ST JOHNS WELL CHILD AND FAMILY CENTER","15715 S ATLANTIC AVE","33.88978","-118.19301","Los Angeles","6037542106","E RANCHO DOMINGUEZ","306197598"
"ST. JOHNS WELL CHILD AND FAMILY CENTER","4085 S VERMONT AVE","34.0093101","-118.2915593","Los Angeles","6037231600","LOS ANGELES","306197820"
"CLARIS HEALTH","11500 W OLYMPIC BLVD","34.0361","-118.44465","Los Angeles","6037267700","LOS ANGELES","306197040"
"QUEENSCARE HEALTH CENTERS","184 BIMINI PL","34.07084","-118.29051","Los Angeles","6037211122","LOS ANGELES","306196662"
"PLANNED PARENTHOOD/ORANGE AND SAN BERNARDINO CO","700 S TUSTIN ST","33.77675","-117.83578","Orange","6059075806","ORANGE","306304242"
"SIERRA HEALTH CENTER","501 S BROOKHURST RD","33.86492","-117.9594","Orange","6059001901","FULLERTON","306300052"
"ALTAMED MEDICAL GROUP-E.L.A./WHITTIER","5427 WHITTIER BLVD","34.01964","-118.15349","Los Angeles","6037531701","LOS ANGELES","306190446"
"TARZANA TREATMENT CENTERS","422 W AVENUE P","34.60167","-118.13642","Los Angeles","6037910201","PALMDALE","306197593"
"ALTAMED MEDICAL GROUP - PICO RIVERA, PASSONS","6336 PASSONS BLVD","33.984898","-118.085623","Los Angeles","6037500800","PICO RIVERA","306197858"
"PLANNED PARENTHOOD LOS ANGELES, SOUTH BAY CENTER","14623 HAWTHORNE BLVD","33.89856","-118.35278","Los Angeles","6037603900","LAWNDALE","306194483"
"WEST COUNTY MEDICAL CORPORATION","2272 PACIFIC AVE","33.79844","-118.19364","Los Angeles","6037573100","LONG BEACH","306197609"
"EDISON PACIFIC","437 S PACIFIC AVE","34.140506","-118.2644416","Los Angeles","6037302302","GLENDALE","306196548"
"COMMUNITY MIDICAL CENTERS, WEBERSTOWN","83 W MARCH LN","37.99534","-121.30711","San Joaquin","6077003305","STOCKTON","306394131"
"SAN FRANCISCO AIDS FOUNDATION","470 CASTRO ST","37.76132","-122.43507","San Francisco","6075020500","SAN FRANCISCO","306384234"
"LAMONT COMMUNITY HEALTH CENTER","8787 HALL RD","35.25967","-118.90805","Kern","6029006401","LAMONT","306151071"
"SAN YSIDRO HEALTH CENTER","4004 BEYER BLVD","32.55828","-117.04684","San Diego","6073010005","SAN YSIDRO","306371257"
"KERN MOBILE UNIT","705 S UNION AVE","35.34891","-119.00313","Kern","6029002600","BAKERSFIELD","306154192"
"OMNI FAMILY HEALTH","1100 4TH ST","35.14987","-119.45307","Kern","6029003500","TAFT","306154042"
"OMNI FAMILY HEALTH","1022 CALLOWAY DR","35.36767","-119.11114","Kern","6029003812","BAKERSFIELD","306154205"
"FAMILY HEALTHCARE NETWORK - SPRINGVILLE","35800 HWY190","36.14351","-118.766","Tulare","6107002700","SPRINGVILLE","306544058"
"FAMILY HEALTH CENTER","1611 1ST ST","35.35506","-119.02047","Kern","6029001902","BAKERSFIELD","306151765"
"ALTURA CENTERS FOR HEALTH","737 W BARDSLEY AVE","36.19643","-119.35747","Tulare","6107003001","TULARE","306544080"
"SUTTER NORTH BROWNSVILLE FAMILY PRACTICE CENTER","16911 WILLOW GLEN RD","39.4470185","-121.2815589","Yuba","6115041100","BROWNSVILLE","306584004"
"CHILDRENS HEALTH CENTER","277 COHASSET RD","39.7517269","-121.8519271","Butte","6007000300","CHICO","306044174"
"AMPLA HEALTH LOS MOLINOS MEDICAL","7981 STATE HWY 99E","40.02747","-122.09992","Tehama","6103000900","LOS MOLINOS","306524016"
"NORTHERN VALLEY INDIAN HEALTH, INC.","207 N BUTTE ST","39.52209","-122.19539","Glenn","6021010400","WILLOWS","306114003"
"OMNI FAMILY HEALTH","655 S CENTRAL VALLEY HWY","35.49434","-119.26358","Kern","6029004102","SHAFTER","306154114"
"ARVIN COMMUNITY HEALTH CENTER","1305 BEAR MOUNTAIN BLVD","35.20895","-118.8393","Kern","6029006303","ARVIN","306154136"
"BAKERSFIELD MEDICAL AND MENTAL HEALTH SERVICES","1010 1/2 S UNION AVE","35.34381","-119.00291","Kern","6029002500","BAKERSFIELD","306154111"
"FAMILY HEALTHCARE NETWORK","201 E LAKEVIEW AVE","36.41734","-119.09754","Tulare","6107000702","WOODLAKE","306544089"
"PLANNED PARENTHOOD","2633 16TH ST","35.37233","-119.03212","Kern","6029001700","BAKERSFIELD","306154180"
"EAST OAKLAND HEALTH CENTER","7450 INTERNATIONAL BLVD","37.7586","-122.18576","Alameda","6001408900","OAKLAND","306010802"
"TIBURCIO VASQUEZ HEALTH CENTER","22331 MISSION BLVD","37.67452","-122.08685","Alameda","6001435400","HAYWARD","306014194"
"SHASTA LAKE CITY FAMILY HEALTH CENTER","4215 FRONT ST","40.6811","-122.37041","Shasta","6089011703","SHASTA LAKE","306454041"
"PREGNANCY RESOURCE CENTER OF LODI","942 E PINE ST","38.13399","-121.2546","San Joaquin","6077004502","LODI","306394092"
"WELLSPACE HEALTH SOUTH VALLEY COMMUNITY DENTAL CENTER","8231 E STOCKTON BLVD","38.45956","-121.4107","Sacramento","6067009320","SACRAMENTO","306344190"
"WELLSPACE HEALTH NORTH HIGHLANDS COMMUNITY HEALTH CENTER","6015 WATT AVE","38.6765","-121.38291","Sacramento","6067007403","NORTH HIGHLANDS","306344177"
"WINTERS HEALTHCARE CLINIC","23 MAIN ST","38.5217876","-121.9696219","Yolo","6113011300","WINTERS","306574017"
"COMMUNITY MEDICAL CENTERS - HAMMER","1721 E HAMMER LN","38.02106","-121.29124","San Joaquin","6077003405","STOCKTON","306394074"
"BERKELEY COMMUNITY HEALTH PROJECT","2339 DURANT AVE","37.8675","-122.26176","Alameda","6001422800","BERKELEY","306012807"
"DOCTORS OFFICE/FAIR OAKS COMMUNITY HEALTH CENTERS","1057 E GRAND AVE","35.1187056","-120.5953861","San Luis Obispo","6079011902","ARROYO GRANDE","306404034"
"PLANNED PARENTHOOD OF SANTA BARBARA COUNTY","518 GARDEN ST","34.42093","-119.691841","Santa Barbara","6083000900","SANTA BARBARA","306421062"
"PLANNED PARENTHOOD OF SAN LUIS OBISPO COUNTY","743 PISMO ST","35.27677","-120.661671","San Luis Obispo","6079011102","SAN LUIS OBISPO","306404001"
"OJAI VALLEY COMMUNITY HEALTH CENTER","1200 MARICOPA HWY","34.44207","-119.26317","Ventura","6111000901","OJAI","306564045"
"CLINICAS DEL CAMINO REAL, INC., OXNARD","650 META ST","34.19535","-119.17595","Ventura","6111009100","OXNARD","306561169"
"ANGELES COMMUNITY HEALTH CENTER - HUNTINGTON PARK","6208 SEVILLE AVE","33.98395","-118.22261","Los Angeles","6037532605","HUNTINGTON PARK","306198295"
"ANTELOPE VALLEY COMMUNITY CLINIC PALMDALE EAST","37926 47TH ST E","34.57118","-118.04499","Los Angeles","6037910713","PALMDALE","306198382"
"VIA CARE 607","607 S. ATLANTIC BLVD.","34.02478","-118.15603","Los Angeles","6037531701","LOS ANGELES","306198494"
"INLAND FAMILY COMMUNITY HEALTH CENTER","665 N D ST","34.11154","-117.29187","San Bernardino","6071005701","SAN BERNARDINO","306364366"
"PLANNED PARENTHOOD - ORANGE AND SAN BERNARDINO CO. INC","1873 COMMERCENTER W","34.06782","-117.28612","San Bernardino","6071012400","SAN BERNARDINO","306364243"
"CASTLE FAMILY HEALTH CENTER AT CASTLE","3605 HOSPITAL RD","37.3666709","-120.5767154","Merced","6047000503","ATWATER","306244049"
"CENTRAL VALLEY INDIAN HEALTH, INC.","2740 HERNDON AVE","36.83738","-119.66104","Fresno","6019005907","CLOVIS","306105101"
"UNITED HEALTH CTRS OF SAN JOAQUIN VALLEY","16928 11 TH ST","36.20533","-120.10272","Fresno","6019007802","HURON","306101872"
"UNITED HEALTH CENTERS OF THE SAN JOAQUIN VALLEY","121 BARBOZA ST","36.76658","-120.384","Fresno","6019008301","MENDOTA","306104041"
"UNITED HEALTH CENTERS OF THE SAN JOAQUIN VALLEY","2502 JENSEN AVE","36.70682","-119.57214","Fresno","6019006000","SANGER","306105022"
"UNITED HEALTH CTRS OF SAN JOAQUIN VALLEY - PARLIER","650 S ZEDIKER AVE","36.60494","-119.52103","Fresno","6019006802","PARLIER","306101191"
"GARLAND COMMUNITY HEALTH CENTER","3727 N 1ST ST","36.78519","-119.77272","Fresno","6019005100","FRESNO","306105065"
"EASTON COMMUNITY HEALTH CENTER","5784 S ELM AVE","36.65135","-119.79079","Fresno","6019001800","FRESNO","306105015"
"REGIONAL MEDICAL COMMUNITY HEALTH CENTER","2505 E DIVISADERO ST","36.74335","-119.78062","Fresno","6019000502","FRESNO","306105040"
"ORANGE AND BUTLER COMMUNITY HEALTH CENTER","1350 S ORANGE AVE","36.72907","-119.76368","Fresno","6019000400","FRESNO","306100019"
"UNITED HEALTH CTRS OF SAN JOAQUIN VALLEY","445 11TH ST","36.62739","-119.3191","Fresno","6019006502","ORANGE COVE","306100771"
"ARIA COMMUNITY HEALTH CENTER","1000 SKYLINE BLVD","36.007458","-120.121476","Kings","6031001701","AVENAL","306164035"
"MENDOCINO COAST CLINICS, INC.","205 SOUTH ST","39.43026","-123.80384","Mendocino","6045010500","FORT BRAGG","306234003"
"REDWOOD COAST MEDICAL SERVICES INC","46900 OCEAN DR","38.76931","-123.53119","Mendocino","6045011102","GUALALA","306231022"
"COMMUNITY MEDICAL CENTERS - DIXON","131 W A ST","38.44553","-121.82323","Solano","6095253402","DIXON","306482335"
"ALLIANCE MEDICAL CENTER","1381 UNIVERSITY ST","38.6277183","-122.8637813","Sonoma","6097153902","HEALDSBURG","306491404"
"POINT REYES MEDICAL CLINIC","3 6TH ST","38.06928","-122.80862","Marin","6041133000","POINT REYES","306214009"
"REDWOODS RURAL HEALTH CENTER, INC","101 WEST COAST RD","40.11687","-123.81342","Humboldt","6023011500","REDWAY","306121917"
"LONG VALLEY HEALTH CENTER DENTAL CLINIC","51 BRANSCOMB RD","39.68776","-123.48411","Mendocino","6045010200","LAYTONVILLE","306234024"
"ST JOSEPH MOBILE DENTAL CLINIC","751 LOMBARDI CT","38.42789","-122.74859","Sonoma","6097153300","SANTA ROSA","306494112"
"SACRAMENTO COMMUNITY CLINIC - DEL PASO","2200 DEL PASO BLVD","38.61013","-121.45066","Sacramento","6067006900","SACRAMENTO","306344147"
"COACHELLA HEALTH CLINIC","49111 STATE HWY 111","33.69198","-116.18458","Riverside","6065940400","COACHELLA","306334608"
"ALTAMED MEDICAL GROUP, BELL","6901 ATLANTIC AVE","33.97308","-118.18782","Los Angeles","6037533603","BELL","306196523"
"ARROYO VISTA FAMILY HEALTH CENTER","4815 VALLEY BLVD","34.066249","-118.1798873","Los Angeles","6037201601","LOS ANGELES","306196231"
"INGLEWOOD MEDICAL AND MENTAL HEALTH SERVICES","4450 W CENTURY BLVD","33.94541","-118.354","Los Angeles","6037601801","INGLEWOOD","306191169"
"KOREAN  COMMUNITY SERVICES","7212 ORANGETHORPE AVE","33.85891","-118.00725","Orange","6059110500","BUENA PARK","306304483"
"CENTRAL CITY COMMUNITY HEALTH CLINIC","12116 BEACH BLVD","33.7861821","-117.9927744","Orange","6059088104","STANTON","306304383"
"LIVINGSTONE COMMUNITY HEALTH CLINIC","12362 BEACH BLVD","33.7827018","-117.9927384","Orange","6059088104","STANTON","306304516"
"WESTERN SIERRA MEDICAL CLINIC","209 NEVADA ST","39.55922","-120.82953","Sierra","6091010000","DOWNIEVILLE","306461280"
"COMMUNITY HEALTH CENTERS MOBILE MEDICAL VAN NO.4","2050 S. BLOSSER RD","34.9243","-120.45382","Santa Barbara","6083002402","SANTA MARIA","306424116"
"SUPPORT CIRCLE","400 30TH ST","37.81905","-122.26486","Alameda","6001401300","OAKLAND","306014058"
"ANN MARTIN CENTER","1375 55TH ST","37.83777","-122.28599","Alameda","6001425103","EMERYVILLE","306014328"
"AXIS COMMUNITY HEALTH","3311 PACIFIC AVE","37.6761","-121.75598","Alameda","6001451501","LIVERMORE","306013649"
"WILLIAM BYRON RUMFORD MEDICAL CLINIC","2960 SACRAMENTO ST","37.85386","-122.27925","Alameda","6001423400","BERKELEY","306014018"
"CENTER FOR ELDERS INDEPENDENCE","7200 BANCROFT AVE","37.76647","-122.17767","Alameda","6001408600","OAKLAND","306014066"
"FAMILY MEDICINE CENTER","1400 E CHURCH ST","34.9520362","-120.4132187","Santa Barbara","6083002211","SANTA MARIA","306424088"
"AMERICAN INDIAN HEALTH AND SERVICES","4141 STATE ST","34.44047","-119.76126","Santa Barbara","6083000102","SANTA BARBARA","306424040"
"ISLA VISTA NEIGHBORHOOD CLINIC","970 EMBARCADERO DEL MAR","34.41168","-119.85701","Santa Barbara","6083002924","GOLETA","306420845"
"WESTSIDE NEIGHBORHOOD CLINIC","628 W MICHELTORENA ST","34.4191","-119.71586","Santa Barbara","6083001101","SANTA BARBARA","306420850"
"EASTSIDE NEIGHBORHOOD CLINIC","915 N MILPAS ST","34.43036","-119.69091","Santa Barbara","6083000600","SANTA BARBARA","306421172"
"SANTA CLARITA HEALTH CENTER","18533 SOLEDAD CANYON RD","34.41648","-118.45684","Los Angeles","6037920035","CANYON COUNTRY","306196865"
"KHEIR HEALTH SERVICE CENTER","3727 W 6TH ST","34.06359","-118.30369","Los Angeles","6037211802","LOS ANGELES","306196729"
"WEST COUNTY MEDICAL CORPORATION","100 E MARKET ST","33.85427","-118.19357","Los Angeles","6037571703","LONG BEACH","306195036"
"ASIAN PACIFIC HEALTH CARE VENTURE, INC - LOS FELIZ HEALTHCARE CENTER","1530 HILLHURST AVE","34.09942","-118.28737","Los Angeles","6037195300","LOS ANGELES","306194983"
"LAWNDALE MEDICAL AND MENTAL HEALTH SERVICES","14611 HAWTHORNE BLVD","33.89882","-118.35278","Los Angeles","6037603900","LAWNDALE","306197969"
"CENTER FOR FAMILY HEALTH AND EDUCATION","8727 VAN NUYS BLVD","34.22833","-118.45022","Los Angeles","6037120103","PANORAMA CITY","306197742"
"ARROYO VISTA FAMILY HEALTH CENTER-LINCOLN HEIGHTS","2411 N BROADWAY","34.07366","-118.21638","Los Angeles","6037199000","LOS ANGELES","306196696"
"HAWAIIAN GARDENS MEDICAL AND MENTAL HEALTH SERVICES","21619 NORWALK BLVD","33.83297","-118.07207","Los Angeles","6037555102","HAWAIIAN GARDENS","306197970"
"NORTHEAST COMMUNITY CLINIC - GRAND","1400 S GRAND AVE","34.03702","-118.26545","Los Angeles","6037224010","LOS ANGELES","306197350"
"PLANNED PARENTHOOD OF LOS ANGELES S. MARK TAPER FOR MEDICAL TRAINING CNTR","400 W 30TH ST","34.0235402","-118.2757011","Los Angeles","6037224600","LOS ANGELES","306197308"
"HEALTHY SMILES FOR KIDS OF ORANGE COUNTY","10602 CHAPMAN AVE","33.78861","-117.94799","Orange","6059088302","GARDEN GROVE","306304360"
"HURTT PEDIATRIC MOBILE CLINIC","1 HOPE DR","33.71489","-117.83342","Orange","6059075515","TUSTIN","306304482"
"NORTH ORANGE COUNTY REGIONAL HEALTH FOUNDATION","901 W ORANGETHORPE AVE","33.8599176","-117.9398493","Orange","6059011102","FULLERTON","306304356"
"SOUTH BAY CHILDRENS HEALTH CENTER ASSOCIATION, INC.","14722 HAWTHORNE BLVD","33.89749","-118.35237","Los Angeles","6037603801","LAWNDALE","306197558"
"PLANNED PARENTHOOD LOS ANGELES-DOROTHY HECHT CTR","8520 S BROADWAY","33.96118","-118.27826","Los Angeles","6037239702","LOS ANGELES","306196661"
"BRANDMAN CENTERS FOR SENIOR CARE, INC","7150 TAMPA AVE","34.20008","-118.55343","Los Angeles","6037132501","RESEDA","306194482"
"SAN FERNANDO HIGH SCHOOL TEEN HEALTH CENTER","11051 OMELVENY AVE","34.27104","-118.44063","Los Angeles","6037109500","SAN FERNANDO","306198057"
"LAWNDALE MEDICAL AND MENTAL HEALTH SERVICES","4023 MARINE AVE","33.89475","-118.34444","Los Angeles","6037603801","LAWNDALE","306194784"
"INST. FOR MULTICULTURAL COUNSELING AND ED. SVC. INC.","3580 WILSHIRE BLVD","34.06171","-118.30252","Los Angeles","6037212410","LOS ANGELES","306194775"
"PLANNED PARENTHOOD LOS ANGELES- HOLLYWOOD CENTER","1014 1/2 N VERMONT AVE","34.09004","-118.2917","Los Angeles","6037191410","LOS ANGELES","306190622"
"VENICE FAMILY CLINIC - COLEN FAMILY HEALTH CENTER","4700 INGLEWOOD BLVD","33.9937097","-118.4146373","Los Angeles","6037275500","CULVER CITY","306196757"
"JWCH INSTITUTE, INC, MEDICAL CLINIC/WEINGART CENTER","522 S SAN PEDRO ST","34.0435591","-118.2442608","Los Angeles","6037206300","LOS ANGELES","306197450"
"PLANNED PARENTHOOD LOS ANGELES VAN NUYS CENTER","7100 VAN NUYS BLVD","34.19947","-118.44876","Los Angeles","6037127803","VAN NUYS","306191040"
"NORTHEAST VALLEY HEALTH CORP. - HOMELESS DIVISION","7843 LANKERSHIM BLVD","34.2134","-118.38781","Los Angeles","6037121802","NORTH HOLLYWOOD","306194641"
"FHCCGLA DOWNEY FAMILY MEDICAL CENTER","12113-A WOODRUFF AVE","33.9239942","-118.1167729","Los Angeles","6037551101","DOWNEY","306197744"
"APLA DENTAL SERVICES","1127 WILSHIRE BLVD","34.05273","-118.26416","Los Angeles","6037209200","LOS ANGELES","306196785"
"COMPREHENSIVE COMMUNITY HEALTH CENTERS, INC","801 S CHEVY CHASE DR","34.1367071","-118.2403881","Los Angeles","6037302102","GLENDALE","306196855"
"SANTA CLARITA MEDICAL AND MENTAL HEALTH SERVICES","24625 ARCH ST","34.38461","-118.52894","Los Angeles","6037920332","NEWHALL","306194836"
"JHA GERIATRIC CLINIC","18855 VICTORY BLVD","34.18661","-118.54454","Los Angeles","6037133100","RESEDA","306194783"
"NORTHEAST VALLEY HEALTH CORP. - RAINBOW DENTAL CENTER","26974 RAINBOW GLEN DR","34.4209228","-118.4901803","Los Angeles","6037920030","SANTA CLARITA","306197745"
"BUDDIST TZU CHI FREE CLINIC","1000 S GARFIELD AVE","34.08455","-118.12304","Los Angeles","6037481603","ALHAMBRA","306194481"
"CHAP - DEL MAR","3160 E DEL MAR BLVD","34.14217","-118.08553","Los Angeles","6037463200","PASADENA","306197163"
"SAMUEL DIXON FAMILY HEALTH CENTER CYN CNTRY CLINIC","27225 CAMP PLENTY RD","34.41652","-118.47596","Los Angeles","6037920036","CANYON COUNTRY","306196160"
"EAST VALLEY COMMUNITY HEALTH CENTER INC.","1555 S GAREY AVE","34.04311","-117.74971","Los Angeles","6037403000","POMONA","306197914"
"EAST VALLEY COMMUNITY HEALTH CENTER","420 S GLENDORA AVE","34.06751","-117.92519","Los Angeles","6037406500","WEST COVINA","306191053"
"NEWHALL HEALTH CENTER","23772 NEWHALL AVE","34.37156","-118.51596","Los Angeles","6037920337","NEWHALL","306197331"
"WILMINGTON COMMUNITY CLINIC","1009 N AVALON BLVD","33.78321","-118.26273","Los Angeles","6037294520","WILMINGTON","306191038"
"EAST VALLEY COMMUNITY HEALTH CENTER, INC. - VILLACORTA SCHOOL CLINIC","17840 VILLA CORTA ST","34.0180184","-117.9115566","Los Angeles","6037408138","LA PUENTE","306197723"
"COMPLETE CARE COMMUNITY HEALTH CENTER","2928 E CESAR E CHAVEZ AVE","34.04365","-118.20068","Los Angeles","6037204200","LOS ANGELES","306197050"
"MISSION CITY COMMUNITY NETWORK, INC. - LA PUENTE","1025 N WILLOW AVE","34.05425","-117.97056","Los Angeles","6037406901","LA PUENTE","306198134"
"ALTAMED MEDICAL AND DENTAL GROUP - WEST COVINA","1300 S SUNSET AVE","34.0601066","-117.9474575","Los Angeles","6037406800","WEST COVINA","306197629"
"NORTHEAST COMMUNITY CLINIC - HAWTHORNE","4455 W 117TH ST","33.9284057","-118.3539227","Los Angeles","6037602103","HAWTHORNE","306197630"
"BAART COMMUNITY HEALTHCARE-ZONAL CLINIC","1701 ZONAL AVE","34.06219","-118.21066","Los Angeles","6037203300","LOS ANGELES","306194670"
"LK HEALTH","901 W WHITTIER BLVD","34.01044","-118.11001","Los Angeles","6037532101","MONTEBELLO","306197967"
"EL PROYECTO DEL BARRIO, INC., ESPERANZA CLINIC","9140 VAN NUYS BLVD","34.2366077","-118.4498792","Los Angeles","6037119341","PANORAMA CITY","306198123"
"KIDS COMMUNITY CLINIC OF BURBANK","400 W ELMWOOD AVE","34.16685","-118.31126","Los Angeles","6037311802","BURBANK","306197195"
"KEDREN COMMUNITY CARE CLINIC","4211 AVALON BLVD","34.00728","-118.26531","Los Angeles","6037228320","LOS ANGELES","306197865"
"ALTAMED MEDICAL GROUP AT HOLLYWOOD PRESBYTERIAN MED. CTR.","1300 N VERMONT AVE","34.096032","-118.2910096","Los Angeles","6037191302","LOS ANGELES","306197736"
"LESTONNAC FREE CLINIC","1215 E CHAPMAN AVE","33.78787","-117.84039","Orange","6059075805","ORANGE","306300230"
"SOUTH BAY FAMILY HEALTH CARE CENTER","742 W GARDENA BLVD","33.88165","-118.28859","Los Angeles","6037291220","GARDENA","306191020"
"CLINICA DE SALUD DEL VALLE DE SALINAS - GREENFIELD","808 OAK AVE","36.32126","-121.24274","Monterey","6053011203","GREENFIELD","306274015"
"COMPRECARE HEALTH CENTER","3030 ALUM ROCK AVE","37.36524","-121.82905","Santa Clara","6085504001","SAN JOSE","306431874"
"UNITED INDIAN HEALTH SERVICES, INC.","1600 WEEOT WAY","40.89669","-124.0896","Humboldt","6023001101","ARCATA","306124024"
"MENDOCINO COAST CLINICS, INC.","855 SEQUOIA CIR","39.43009","-123.80238","Mendocino","6045010500","FORT BRAGG","306234029"
"CAMARENA HEALTH","49169 ROAD 426","37.330157","-119.6505392","Madera","6039000104","OAKHURST","306204031"
"TACHI MEDICAL CENTER","16835 ALKALI DR","36.23732","-119.76089","Kings","6031001601","LEMOORE","306164020"
"CAMARENA HEALTH","401 TRINITY AVE","37.1206","-120.26094","Madera","6039000300","CHOWCHILLA","306204022"
"LIVINGSTON COMMUNITY HEALTH","1140 MAIN ST","37.37984","-120.72345","Merced","6047000304","LIVINGSTON","306240921"
"CAMERENA HEALTH","344 E 6TH ST","36.96284","-120.0557","Madera","6039000800","MADERA","306200062"
